Region,País,Años,Sexo,5-9 Años,10-14 Años,N° de suicidios,G 5-9 Años,G 10-14 Años
Asia,"China, Hong Kong SAR",2015,femenino,0.0,2.0,2.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2015,masculino,0.0,2.0,2.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2016,femenino,0.0,1.0,1.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2016,masculino,0.0,4.0,4.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2017,femenino,0.0,2.0,2.0,Generación Z,Generación Z
Asia,"China, Hong Kong SAR",2017,masculino,0.0,3.0,3.0,Generación Z,Generación Z
Asia,Cyprus,2019,masculino,0.0,1.0,1.0,Generación Z/Generación Alfa,Generación Z
Asia,Georgia,1981,masculino,0.0,1.0,1.0,Generación X,Generación X
Asia,Georgia,1986,femenino,0.0,2.0,2.0,Generación X,Generación X
Asia,Georgia,1986,masculino,0.0,1.0,1.0,Generación X,Generación X
Asia,Georgia,1987,masculino,0.0,3.0,3.0,Generación X/Generación Y,Generación X
Asia,Georgia,1988,masculino,0.0,1.0,1.0,Generación X/Generación Y,Generación X
Asia,Georgia,1991,femenino,1.0,0.0,1.0,Generación Y,Generación X
Asia,Georgia,1995,masculino,1.0,0.0,1.0,Generación Y,Generación X/Generación Y
Asia,Georgia,1996,masculino,0.0,1.0,1.0,Generación Y,Generación Y
Asia,Georgia,1997,masculino,0.0,2.0,2.0,Generación Y,Generación Y
Asia,Georgia,2001,femenino,0.0,1.0,1.0,Generación Y,Generación Y
Asia,Georgia,2004,femenino,0.0,3.0,3.0,Generación Y/Generación Z,Generación Y
Asia,Georgia,2004,masculino,2.0,2.0,4.0,Generación Y/Generación Z,Generación Y
Asia,Georgia,2005,masculino,0.0,2.0,2.0,Generación Y/Generación Z,Generación Y
Asia,Georgia,2006,femenino,0.0,1.0,1.0,Generación Z,Generación Y
Asia,Georgia,2006,masculino,0.0,1.0,1.0,Generación Z,Generación Y
Asia,Georgia,2009,femenino,0.0,1.0,1.0,Generación Z,Generación Y/Generación Z
Asia,Georgia,2009,masculino,0.0,3.0,3.0,Generación Z,Generación Y/Generación Z
Asia,Georgia,2010,masculino,0.0,1.0,1.0,Generación Z,Generación Y/Generación Z
Asia,Georgia,2011,femenino,0.0,1.0,1.0,Generación Z,Generación Z
Asia,Georgia,2012,femenino,0.0,1.0,1.0,Generación Z,Generación Z
Asia,Georgia,2013,femenino,0.0,1.0,1.0,Generación Z,Generación Z
Asia,Georgia,2013,masculino,0.0,2.0,2.0,Generación Z,Generación Z
Asia,Georgia,2015,masculino,0.0,1.0,1.0,Generación Z,Generación Z
Asia,Georgia,2016,femenino,0.0,2.0,2.0,Generación Z,Generación Z
Asia,Georgia,2017,masculino,1.0,0.0,1.0,Generación Z,Generación Z
